SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	
tueba-s44733-1	glauben	Wir sind auch dumm; wir glauben auch, wir wären Gott.	*	77698	*	*	*	*	77698	*	*	
tueba-s44757-1	beginnen	Musikstile machen oft die abenteuerlichsten Verwandlungen durch: Der Tango begann seine Laufbahn als von den gebildeten Argentiniern verachtete Bordellmusik, und das Bandoneon galt als ordinär quäkende Quetschkommode.	82307	82307	*	*	*	*	*	*	*	
tueba-s44772-0	lassen	Ähnlich natürlich ließ Saluzzi auch sein Instrument klingen: Oft zog er den Blasebalg so an, daß es sich wie ein tiefes Luftholen anhörte, und dann erzählte er mit seinen Fingern ganze Melodramen auf der Tastatur.	82307	82307	*	*	*	*	*	*	*	
tueba-s44937-1	finden	Und fast alle sind überzeugt, nur mit einer Dauer-Adresse wieder Arbeit zu finden.	77245	77245	*	*	*	*	*	*	*	
tueba-s45495-1	nutzen	Haben Sie diesen Hebel überhaupt genutzt?	73680	89969	*	*	*	*	73680	*	*	
tueba-s45996-1	schreiben	' Er sitzt Tag und Nacht da und schreibt neue Inspektionsanordnungen, statt sich den himmelschreienden Ausstattungs-Defiziten in den Amtsstuben der Staatsanwälte auch nur mit einer Silbe zu widmen.'	82751	78519	*	*	*	*	*	*	*	
tueba-s46133-2	betreffen	Im Urteil zum Nachtarbeitsverbot hatte das Bundesverfassungsgericht konstatiert, daß faktische Nachteile, die typischerweise Frauen betreffen, durch begünstigende Regelungen ausgeglichen werden dürfen.	*	74296	*	*	*	74296	*	*	*	
tueba-s46164-1	ermöglichen	Im Licht der Weltöffentlichkeit standen wir Deutsche, also jene 95 Prozent, die diesem Regime seine Untaten ermöglicht hatten, die daran beteiligt gewesen waren, Europa zu zerstören.	*	76258	*	*	*	129218	*	*	*	
tueba-s46170-3	feiern	Im Falle eines deutschen Sieges hätte der Völkische Beobachter die Mordlisten der Vernichtungslager veröffentlichen können- als Protokolle jener heldenhaften Standfestigkeit, als die der Massenmord von Himmler gefeiert worden war.	87005	73302	*	*	*	*	*	*	*	
tueba-s46176-1	bleiben	Es konnte nur deshalb ein Doppelpunkt unserer Empfindlichkeit bleiben, weil an diesem Ort die Ruinen der Todesfabrik noch besichtigt werden können.	*	74296	*	*	*	74296	*	*	*	
tueba-s46201-3	lernen	' Man kann fremde Mühsal nicht verstehen, wenn man sie nicht selbst zu tragen gelernt hat', betont die Frau, die ihre Kraft aus der Bergpredigt bezieht.	83406	83526	*	*	*	*	*	*	*	
tueba-s46681-2	lieben	Er residiere in einer Villa bei Pisa, schwimme gern im Pool und liebe ausgewogene Ernährung vom Feinsten, wenn er Gassi gehe, tue er dieses nur im Cabrio, natürlich mit Chauffeur.	*	82842	*	*	*	*	82842	*	*	
tueba-s47345-2	bleiben	' Wenn wir nicht da sind, heißt es wieder: Wo bleibt die FDP?	*	77485	*	*	*	77485	*	*	*	
tueba-s47707-0	finden	Auch gesanglich fand die Sängerin feine und nuancierte Töne.	77273	129655	*	*	*	*	*	*	*	
tueba-s47752-0	finden	Die Dagebliebenen fanden 's am Ende großartig.	*	73264	*	*	*	*	73801	*	*	
tueba-s48020-1	schreiben	' taz hamburg' dokumentiert( gekürzte) Beiträge, die die beteiligten Künstler für den Katalog(' Infrasounds- Ein Stadtprojekt', Kellner Verlag, 120 S., ca. 20,- Mark) geschrieben haben.	77553	82307	*	*	*	*	*	*	*	
tueba-s48161-1	zahlen	Einige Behinderte hätten seit April über 1000 Mark im Monat weniger zur Verfügung, weil die Pflegeversicherung nur für die rein pflegerischen Hilfen zahlt und das Sozialamt für den Rest nicht aufkommt.	*	82963	*	*	*	*	76054	*	*	
tueba-s48197-1	machen	Klinikleiter Klaus Böhme hält es indes für möglich, daß sich der Patient nur interessant machen will.	76087	76087	*	*	*	*	*	*	*	
tueba-s48295-0	ändern	Rechtslage ändern	*	73437	*	*	*	*	76442	*	*	
tueba-s49257-1	finden	Aber eine plausible Erklärung bleibt Holtfreter auch schuldig, warum einer wie er den Weg zu jenen Genossen fand, die ihn und seine Familie einst schurigelten.	*	77553	*	*	*	*	129655	*	*	
tueba-s49526-0	finden	Angela: In diesem ganzen Chaos finden wir immer noch etwas, wofür es sich zu leben lohnt.	82764	76087	*	*	*	*	*	*	*	
tueba-s49679-0	machen	' Ohne Otto macht es wieder Spaß!'	129655	129655	*	*	*	*	*	*	*	
tueba-s49941-4	nutzen	Die Kleider saßen um die Taille eng wie ein Mieder, um Brust und Hüften waren sie eine Winzigkeit weiter, gerade so, daß sich die Brüste problemlos bewegen konnten, während der Stoff seinen Spielraum um die Hüften dazu nutzte, sich in kleinen Falten hochzuschieben.	89969	89970	*	*	*	*	*	*	*	
tueba-s50030-4	ermöglichen	Bei der Eröffnung des Akademischen Jahres berichtete Universitätsrektor Max Huber am Mittwoch in Bonn, nach dem Willen der Wissenschaftlerin solle das Geld verwendet werden, um jungen Studierenden und Gelehrten aus der islamischen Welt einen Arbeits- und Studienaufenthalt an der Bonner Hochschule zu ermöglichen.	*	73584	*	*	*	*	73530	*	*	
tueba-s50578-1	sagen	' Ich bin vom Landeskriminalamt', sagt der so harmlos aussehende Mann an der Tür,' erschrecken Sie nicht.'	*	141358	*	*	*	*	141358	*	*	
tueba-s51183-1	wohnen	Draußen in Dickel auf dem Lande habe sie die ersten drei Jahre wohnen müssen.	*	77698	*	*	*	*	77698	*	*	
tueba-s52082-3	geben	Am Freitag wird der Dokumentarfilm Gay Cuba zu sehen sein, der über eine Vielzahl von Interviews einen panoramatischen Überblick gibt über die (Un-)möglichkeit lesbich-schwulen Lebens seit der Revolution.	*	77698	*	*	*	*	77698	*	*	
tueba-s52149-0	lassen	Wie sonst lassen sich Refrains aus der religiösen Lobeshymne' Oh Come On Ye Faithfull' und dem' Vater Unser' erklären?	*	82307	*	*	*	*	82307	*	*	
tueba-s52992-1	ermöglichen	Dieses Abkommen solle es Rabins Regierung ermöglichen, Teile der Westbank an die palästinensische Selbstverwaltungsbehörde abzugeben.	*	76442	*	*	*	76442	*	*	*	
tueba-s53489-0	glauben	[...] Glauben Sie, das hätte was verändert?'	*	109388	*	*	*	*	109387	*	*	
tueba-s53784-2	nutzen	' Wenn ich die Macht hätte, würde ich sie vielleicht nutzen.	*	76271	*	*	*	*	76271	*	*	
tueba-s53847-0	machen	Tatsächlich macht er für neue Pophelden wie Blur Videos.	*	73621	*	*	*	73621	*	*	*	
tueba-s54031-0	brauchen	Die braucht man zum Scratchen.	78741	78848	*	*	*	*	*	*	*	
tueba-s54458-0	betreffen	- Die sicher weitreichendste Änderung der Verfassung betrifft die Einführung von Volksbegehren und Volksentscheiden.	82722	82722	*	*	*	*	*	*	*	
tueba-s54916-1	geben	Das Museumsstiftungsgesetz gibt es mittlerweile, und es gibt auch viel Kritik daran: Stichwort Stadtmuseum.	*	74626	*	*	*	*	73530	*	*	
tueba-s55730-2	finden	Doch damit wird es noch etwas dauern, und so finden auch morgen gegen Bayern München nur knapp 21.000 Menschen in der baufälligen Arena Platz.	*	77709	*	*	*	*	75278	*	*	
tueba-s55747-1	ändern	Am illegalen Wucherverkauf konnte auch die Polizei bisher nichts ändern, die seit geraumer Zeit verstärkt kontrolliert- schon beim Vorverkauf.	77229	77245	*	*	*	*	*	*	*	
tueba-s55847-2	brauchen	Doch während diese Produktionen meist noch auf handelsüblichen Rechnern zu benutzen waren, braucht Vortex 16 MB-Arbeitsspeicher und einen Pentium-Chip, um vernünftig zu laufen.	77245	77229	*	*	*	*	*	*	*	
tueba-s55912-2	feiern	Die BeamtInnen dringen daraufhin( wegen' dringendem Tatverdacht und Gefahr im Verzug') in das Haus ein und nehmen 27 junge Leute fest, die dort in einem der oberen Stockwerke eine Privatparty feiern.	78519	82751	*	*	*	*	*	*	*	
tueba-s56124-5	betreffen	Eine der Rechnungen war tatsächlich korrekt, aber es hatte sich um einen Zwischentransfer gehandelt, bei dem das Geschäft nichts verdient hatte; die zweite Kopie betraf offenbar einen anderen Antiquar oder war gefälscht, und die dritte war kaum leserlich, also auch nicht verwertbar.	74296	74296	*	*	*	74296	*	*	*	
tueba-s56412-0	lieben	Geliebt, umkämpft, besetzt: Ist das Hafenkrankenhaus noch zu retten?	*	73621	*	*	*	73621	*	*	*	
tueba-s57019-0	mögen	Fundus möchte am liebsten einen Ideenwettbewerb und eine internationale Ausschreibung, um einen neuen Betreiber zu suchen.	*	74626	*	*	*	*	73530	*	*	
tueba-s58382-1	vergessen	Die Bedenken wegen der Blitze am Himmel hatte man derweil vergessen, was sich erst später als Fehler herausstellen sollte.	82307	77891	*	*	*	*	*	*	*	
tueba-s58413-0	glauben	Doch nur die wenigstens in der Redaktion glauben an wirtschaftliche Gründe für den' Aktionismus'.	73302	85607	*	*	*	*	*	*	*	
tueba-s58725-4	scheinen	il manifesto fragt, ob man' dem Offizierskoprs denn noch im entferntesten trauen kann, wenn es stimmt- wie es scheint-, daß die Oberen bei dieser Folter dabeistanden oder die Aktionen gar gebilligt haben?'	74296	74296	*	*	*	74296	*	*	*	
tueba-s58738-1	vergessen	Natürlich hatte ich alles völlig vergessen.	78960	78960	*	*	*	*	*	*	*	
tueba-s58756-0	finden	Sehr zum Leidwesen unserer Nachbarin fand ich tatsächlich eine alte Kassette mit den Hits des Jahres 1984, die ich aber nur unter dem Zugeständnis hören durfte,' Irresistible' von Stephanie von Monaco immer zu überspulen.	73646	73680	*	*	*	*	*	*	*	
tueba-s58780-1	finden	Jedenfalls viel älter als wir', meinte ich, während ich in der Kiste endlich einen Hinweis auf Marlies fand.	78687	78962	*	*	*	*	*	*	*	
tueba-s58870-0	glauben	' Ich glaube nicht, daß ihr hierbleiben könnt, während hier Wände eingerissen, Türen versetzt und Böden abgeschliffen werden', gab unsere Nachbarin zu bedenken und bot uns großherzig an, während dieser Zeit in ihrem Gästezimmer zu logieren.	*	87005	78519	*	*	*	*	*	*	
tueba-s59196-2	weisen	Wie stark der Mann wirklich ist, wird sich aber erst noch weisen müssen: Der Spanier Marcos Aurelio Gorriz hatte ihn beim 6:3, 6:2, 6:3 nicht fordern können.	*	78519	*	*	*	*	87005	*	*	
tueba-s59933-0	danken	Wir dankten höflich, entschieden dann aber doch, bis zum Arthrosealter noch mindestens ein weiteres Klo aufzusitzen.	77273	77273	*	*	*	*	*	*	*	
tueba-s60278-0	bleiben	Die Performance bleibt eher friedfertig, mehr Ritual als Revierkampf unter Machos, und man versteht bald, warum die 1952 gegründete Gruppe vor zwei Jahren vom' Dance Theater Workshop/ Suitcase Fund' nach New York eingeladen wurde- Heimatklänge als Tanztheater, aber von unten.	145239	145239	83406	*	*	*	*	*	*	
tueba-s61285-1	machen	Noch immer, so die Studie, werden die Spielregeln von Männern gemacht.	*	73621	*	*	*	73621	*	*	*	
tueba-s61805-1	kaufen	IBM, der größte Computerkonzern der Welt, kündigte zwecks Kurspflege an, für 3,5 Milliarden Dollar eigene Aktien zu kaufen.	82842	112174	*	*	*	*	78687	*	*	
tueba-s62618-0	nutzen	Der Knabe nutzte die vorübergehende Abwesenheit seiner Freundin, um das Liebesnest mit Jacken und Pullovern auszubauen.	77273	129655	*	*	*	*	*	*	*	
tueba-s62920-2	machen	hier hat Kabila einen Teil der Technokraten übernommen und sie zu seinen eigenen Beratern gemacht, da sie das Land kennen.	145239	83526	*	*	*	*	*	*	*	
tueba-s62999-3	kaufen	Der Trainer der' Roten Teufel', Otto Rehhagel, der zur Gründerzeit der Bundesliga vor über 30 Jahren selbst das Hertha-Trikot trug und regelmäßig in Berliner Cafes anzutreffen ist, kaufte in einem Blitztransfer den Budapester Lajos Szücz, den er bereits im Olympiastadion aufbieten will.	*	76528	*	*	*	*	76528	*	*	
tueba-s63532-1	beginnen	Zensur, wie wir sie heute in Syrien kennen, begann mit dem ersten Coup d'Etat von 1947, angeführt von Housni al-Zaim.	73680	89969	*	*	*	*	*	*	*	
tueba-s64046-0	schreiben	Ravel aber schrieb brillante Unterhaltungsmusik.	77485	77499	*	*	*	*	*	*	*	
tueba-s64316-0	lernen	' Von Donald Duck lernen, heißt siegen lernen' e	*	112174	*	*	*	*	78962	*	*	
tueba-s64357-0	finden	Wir Dozenten finden es auch unbefriedigend, wenn Papiere rein übungshalber geschrieben werden, um einen Schein zu erhalten.	77485	77499	*	*	*	*	77485	*	*	
tueba-s64619-0	geben	Es gibt zu wenig zu essen, und es ist viel, viel zu eng.	77499	77485	*	*	*	77485	*	*	*	
tueba-s64965-0	finden	Im deutschsprachigen Raum fanden seine Romane lange Zeit keine Beachtung.	*	82842	*	*	*	*	78962	*	*	
tueba-s65429-3	verwenden	In den meisten Fällen, in denen ein Angeklagter ein Untersuchungsverfahren gegen seinen Folterer angestrengt hat und in seinem eigenen Prozeß verlangt, daß sein durch Folter erpreßtes Geständnis nicht gegen ihn verwandt wird, kann das Gericht das Verfahren bis zum Urteilsspruch durchziehen, ohne daß zuvor die Foltervorwürfe geklärt werden müssen.	*	129218	*	*	*	76258	*	*	*	
tueba-s65519-1	ermöglichen	Transport und Versicherung der Sammlung Sonnabend' wurde in großzügiger Weise durch die Stiftung Deutsche Klassenlotterie, Berlin, ermöglicht', unter Regie einer Organisation' Zeitgeist, Gesellschaft und Förderung der Künste in Berlin e.V.', Kunstsammler vor allem.	77499	77485	*	*	*	*	*	*	*	
tueba-s65598-0	entsprechen	Das entspricht ganz meiner Art und Weise, die Rolle zu leben: Wenn Marie widerlich ist zu ihrem Mann, dann wenigstens richtig, wenn sie später unglücklich ist, ebenfalls.	82842	82842	*	*	*	*	*	*	*	
tueba-s66710-0	finden	Als einziges Land Osteuropas findet die CSSR Erwähnugn wegen des ungeklärten Todes eines Gefängnisinsassen.	89969	89969	*	*	*	*	*	*	*	
tueba-s66961-1	ermöglichen	die Eigenheit des deutschen Films liege in seinen technischen Leistungen, in Handwerk und Industrie, die wiederum einen charakteristischen psychologischen Ausdruck von Geschichten und Personen ermöglichen und verfeinern.	78519	85607	*	*	*	*	*	*	*	
tueba-s67270-2	lieben	Im Handball-Darwinismus überlebt der Stärkere, und da darf auch ein Trainer schon mal geliebt werden:	82751	87005	*	*	*	*	*	*	*	
tueba-s67613-0	finden	Damit finde ich mich offenbar in guter Gesellschaft mit Herrn Schily und anderen.'	77553	77891	*	*	*	*	*	*	*	
tueba-s67730-2	bleiben	Mit diesem Paragraphen kann schon ein Telefonat mit Verwandten im Westen zur feindlichen Nachrichtenübermittlung werden, während Interviews im' Spiegel` etwa ohne Nachspiel bleiben.	77499	77485	*	*	*	*	*	*	*	
tueba-s68509-5	mögen	Über das Abkommen der Präsidenten ist sie zwar nur sehr oberflächlich informiert, aber' wenn es stimmt, was man erzählt und die Sandinisten ihr Wort halten, dann möchte ich zurück nach Chinandega'.	*	74628	*	*	*	74628	*	*	*	
tueba-s68667-3	lassen	' Ja, das ging auch schon ins Alltägliche', ist alles, was Marcus Franz Josef Nolte sich über den' tiefen Bruch mit seinem Vater'( so die Verteidigung) entlocken läßt.	*	74626	*	*	*	*	74626	*	*	
tueba-s68835-0	betreffen	Diese Entscheidung betraf rund 10.000 Einwanderer, die keinen echten Flüchtlingsstatus nachweisen konnten und als sogenannte Wirtschaftsflüchtlinge in zentralen Sammellagern isoliert wurden.	*	82963	*	*	*	*	76271	*	*	
tueba-s69994-4	vergessen	Es ist borniert, sich ausschließlich auf die angeblich' große Außenpolitik' zu konzentrieren und nur die Modernisierung oder Abrüstung von Raketen zu debattieren, demographische und kulturelle Prozesse aber, die das Bewußtsein der Menschen entscheidend prägen, schlicht zu vergessen.	73646	89970	*	*	*	*	73646	*	*	
tueba-s70270-3	vergessen	' Ein Viertkläßler, der einen Toten gesehen hat, wird dies den Rest seines Lebens nicht vergessen.'	*	85727	*	*	*	85727	*	*	*	
tueba-s71449-0	finden	Die Inschrift über dem Laden mehrdeutig, offiziell ein Frauen-Trebe-Sozial-Projekt, in dem junge Frauen Unterstützung fanden.	77891	77891	*	*	*	82307	*	*	*	
tueba-s71479-0	entsprechen	' Frauen entsprechen nicht den Kriterien des internationalen Kunstmarktes.'	78848	78741	*	*	*	*	*	*	*	
tueba-s72738-5	lassen	Es genüge, so erzählt ein Schiffer, beim Herannahen eines DDR-Bootes über Funk auf russisch zu fragen, was los sei, und man werde in Ruhe gelassen.	75583	85607	*	*	*	*	*	*	*	
tueba-s73250-4	verwenden	Und eine geschlagene Stunde stritten die vom Spaltpilz befallenen Oppositionsparteien darüber, wie denn nun verhindert werden könne, daß im Wahlkampf zwei( oder drei) Parteien das gleiche angestammte Kürzel verwenden und mit demselben Emblem werben.	*	129655	*	*	*	*	129655	*	*	
tueba-s73958-0	scheinen	Der Zug scheint bei jeder Anfahrt ein wenig zu zögern.	*	78618	*	*	*	78618	*	*	*	
tueba-s74209-2	sagen	' Ich verstehe wohl, daß Menschen, die alles auf ihre Person beziehen, sagen, die Revolution sei zu Ende, wenn diese sie in eine Lage gebracht hat, die für sie als Einzelmenschen nichts mehr zu wünschen übrigläßt.	*	76258	*	*	*	76258	*	*	*	
tueba-s74596-2	weisen	Einige konnten kein Wort herausbringen, entweder vor physischer Schwäche oder- in diese Richtung weisen Berichte von Hilfsorganisationen immer wieder- weil sie vom Leben unter den Rebellen schwer traumatisiert waren.	74628	74628	*	*	*	*	*	*	*	
tueba-s74621-0	mögen	' Ich möchte jetzt erstmal nach Hause, Abstand gewinnen und mich mit Bekannten und Vereinen besprechen, bevor ich eine Entscheidung treffe.'	82307	129655	*	*	*	*	*	*	*	
tueba-s74922-0	arbeiten	Indische Gerichte arbeiten bekanntlich im Schneckentempo.	73680	73680	*	*	*	*	73680	*	*	
tueba-s75352-0	glauben	Kohl glaubt an Nato-Einigung: Gespräch mit Bush' ungewöhnlich freundschaftlich' Nato-Gipfel soll Gesamtkonzept verabschieden/ Baker reist morgen nach Moskau	77891	82307	*	*	*	*	*	*	*	
tueba-s75354-1	glauben	Nach der gestrigen Sitzung des CDU-Vorstandes teilte er der Presse mit, er glaube, daß auf dem Nato-Gipfel Ende Mai in Brüssel ein von allen Beteiligten getragenes Gesamtkonzept für Sicherheit und Abrüstung verabschiedet wird.	*	73264	*	*	*	73264	73264	*	*	
tueba-s75497-0	machen	Innerhalb dieser Perspektive macht Wenders den Versuch, die beiden Entwicklungslinien zu versetzen und zu versöhnen:	73621	*	*	*	*	73621	*	*	*	
tueba-s75501-4	machen	Die Reise von Alice in den Städten wird derart von Polaroidfotos skandiert, daß die Filmbilder im selben Rhythmus verschwinden, bis zu dem Augenblick, in dem das Mädchen sagt:' Du machst keine Photos mehr?', auf die Gefahr hin, daß die Gespenster eine andere Gestalt annehmen.	74296	*	*	*	*	74296	*	*	*	
tueba-s75626-1	ändern	Viele der Befragten waren überzeugt, daß die Sowjetunion ihr Verhalten geändert hat, weil die Reagansche Aufrüstungspolitik die USA wieder in eine Position der Stärke versetzt hat.	82764	*	*	*	*	82764	*	*	*	
tueba-s76272-5	kaufen	Der Hauptangeklagte Juan Miguel Bengoechea, der das Rapsöl aus Frankreich importiert und für den Genuß als Lebensmittel weiterverkauft hatte, wurde wegen Gefährdung der öffentlichen Gesundheit und Fahrlässigkeit zu 20 Jahren Gefängnis verurteilt, und Ramon Ferrero, der das Öl von Bengoechea gekauft, dann erfolglos versucht hatte, das giftige Anilin herauszufiltern und das Öl dann als Olivenöl weiterverkauft hatte, erhielt zwölf Jahre Haftstrafe.	73621	*	*	*	*	73621	*	*	*	
tueba-s76366-1	scheinen	In Zeiten, in denen der unkontrollierte Zustrom ausländischer Kredite die Weltmärkte öffnete, schien die wachsende Abhängigkeit von Lebensmittelimporten auch kein Problem zu sein.	*	*	*	*	*	73621	73621	*	*	
tueba-s76513-0	mögen	Ich möchte, daß die Männer im Publikum mein Talent würdigen.	77499	*	*	*	*	77485	*	*	*	
tueba-s78489-6	finden	Nur dann werden diejenigen, die, nachdem sie Euch in die Knie gezwungen haben, Euch nun auch hungern lassen und entnationalisieren, keine Henker und keine Denunzianten mehr finden.	*	*	*	*	*	77485	77499	*	*	
tueba-s78831-7	machen	Klaus Tenfelde, Mommsens Mitstreiter seit 20 Jahren, erklärte Frau Seebacher-Brandt, sie solle sich nicht so aufregen, natürlich habe Preußen-Deutschland sich die Arbeiterbewegung geschaffen, die es verdiene; man dürfe da dem lieben Bebel doch keinen Vorwurf machen.	77485	*	*	*	*	77499	*	*	*	
tueba-s79162-2	kaufen	Sehr ernst wird sie dagegen bei ihrer Erklärung, warum sie den Namen des Mannes(' Mr. X') nicht nennt, für den sie den Wecker gekauft hat.	73621	*	*	*	*	73621	*	*	*	
tueba-s79518-0	erzählen	Ich erzähle ihm, mit welchem Russenbild ich aufgewachsen bin.	129218	*	*	*	*	76258	*	*	*	
tueba-s79614-2	betreffen	Ich habe so etwas schon einmal in dem Song Perfect gemacht, der auch, was den Text betrifft, eher trostlos wirkt, was die Musik angeht, jedoch mit Marimbas und Orgel arbeitet und sich insgesamt eher beschwingt anhört.	*	*	*	*	*	73584	73584	*	*	
tueba-s80888-1	entsprechen	Mein Liebster und ich gaben in dieser Zeit eine Summe fürs Telefonieren aus, die etwa der Hälfte meines Gehalts entsprach, aber danach waren wir uns ganz besonders gut, und immerhin kann ich nun bei jeder passenden Gelegenheit erwähnen, daß die Niagarafälle wirklich so pompös sind wie auf den Kartenspielen trotz der vielen Hamburger- und Souvenirbuden: So viele Japaner können nicht irren!	74296	*	*	*	*	74296	74296	*	*	
tueba-s81562-2	bleiben	Den Surfbrett- und Kühltaschenbewährten Berlinern wird die ungehinderte Zufahrt über die Havelchaussee diesen Sommer dennoch erhalten bleiben.	*	*	*	*	*	74296	74296	*	*	
tueba-s82896-0	schreiben	In solchen Fällen, schrieb' Al Bayane`, gibt es von den Behörden keine Informationen, sondern höchstens Dementis.	129218	*	*	*	*	76258	*	*	*	
tueba-s83989-0	machen	Am meisten Wind macht derzeit Violeta Barrios de Chamorro, Witwe des unter Somoza ermordeten' La Prensa'- Verlegers Pedro Joaquin Chamorro.	77485	*	*	*	*	77485	*	*	*	
tueba-s84147-0	machen	' Diese Aussichten macht den Nachbarn Angst.	74296	*	*	*	*	74296	*	*	*	
tueba-s84672-1	verwenden	Die' grüne Mitgift' soll für Maßnahmen verwendet werden, die das Trinkwasser verbessern.	76258	*	*	*	*	76258	*	*	*	
tueba-s86834-2	zahlen	Und für das Gelumpe, das wir für sie lüften, sollen wir auch noch zahlen!	76258	*	*	*	*	76258	*	*	*	
tueba-s86897-1	finden	Es gibt Angriffe, die ich richtig finde, dazu gehört der des feudalistischen Anspruchs auf Eigentum über die Staatsbürger.	78848	*	*	*	*	78848	*	*	*	
tueba-s87006-1	beginnen	Aber wir können ihn beginnen.	*	*	*	*	*	74626	74626	*	*	
tueba-s87270-0	scheinen	Zunächst schien es an dem Projekt wenig Zweifel zu geben.	74296	*	*	*	*	74296	*	*	*	
tueba-s88112-1	schreiben	Nipa W., Beamtin im thailändischen Staatsdienst, berichtet von den Briefen, die Kanita ihr aus Deutschland schrieb.	*	*	*	*	*	78741	78848	*	*	
tueba-s88281-2	finden	Auch habe der Aufstand Mikolaczyks Position gegenüber Stalin gestärkt, findet' Jednosc`.	74296	*	*	*	*	74296	*	*	*	
tueba-s88490-1	beginnen	Unna dachte sehr früh an die Förderung von Vereinen und Initiativen und begann Anfang der siebziger Jahre, die' Kultur unter die Leute zu bringen'( Axel Sedlack).	73621	*	*	*	*	73621	*	*	*	
tueba-s88529-2	lassen	Wo da die Kunst professionellen Schauspiels aufhört und die Laiendarstellung beginnt, läßt sich nicht mehr genau bestimmen.	78741	*	*	*	*	78741	*	*	*	
tueba-s88699-0	betreffen	Die neue Fusionswelle, die die kleineren europäischen Hersteller betrifft, geht im wesentlichen vom US-amerikanischen Markt aus.	76258	*	*	*	*	129218	*	*	*	
tueba-s88999-0	bleiben	BMW-Planungschef Sämann blieb schon damals auf dem Teppich.	78848	*	*	*	*	78848	*	*	*	
tueba-s89454-0	lernen	Man lernt auch, mit ungewöhnlichen Situationen fertigzuwerden, man stellt sich neben sich beispielsweise in Bürgerkriegssituationen, wo die Menschlichkeit angebracht ist, wenn man da zuviel mitleidet, würde man den Beruf nicht ausüben können, das heißt man ist ständig gezwungen, über seine eigenen Emotionen hinwegzugehen.	76258	*	*	*	*	76258	*	*	*	
tueba-s89499-2	schreiben	Diese Musik sei dem Deserteur in den Mund gelegt, schreibt Adorno.	*	*	*	*	*	74296	74296	*	*	
tueba-s89921-1	wohnen	In die Siedlung zogen dann die türkischen Familien, die zuvor in der inzwischen gänzlich abgerissenen Siedlung nebenan gewohnt hatten.	83526	*	*	*	*	83526	*	*	*	
tueba-s91163-0	lernen	' Wir lernen Pluralismus'.	*	*	73621	*	*	73621	*	*	*	
tueba-s91707-0	lernen	Reutter lernt Bendix junior im American-Theater in der Dresdener Straße kennen.	77485	*	*	*	*	77485	*	*	*	
tueba-s91848-0	schreiben	' In den letzten zwei, drei Jahren', schreibt eine Leserin an die Zeitschrift' Ogonjok`,' leben wir alle buchstäblich ein Doppelleben.	77499	*	*	*	*	77485	*	*	*	
tueba-s92391-4	nutzen	' Die Geschichte kann Chancen einer größeren Freiheit in unsere Reichweite stellen; doch sie kann uns nicht davon dispensieren, diese Chancen auch emanzipatorisch zu nutzen...	76258	*	*	*	*	129218	*	*	*	
tueba-s92638-1	lernen	Aber ich habe in diesen Interviews auch gelernt, daß auch Feministinnen, die das alles sehen und wissen, trotzdem immer noch sagen: Ich will ein Kind.	*	*	*	*	*	82219	82219	*	*	
tueba-s92724-1	schreiben	Sie arbeitet für das Schweizer Fernsehen, schreibt gerade an einem Drehbuch und will mit einer freien Gruppe das bereits von Tabori inszenierte Massada herausbringen.	78848	*	*	*	*	78848	*	*	*	
tueba-s92869-0	bleiben	Aufgrund der Aussage des Angeklagten blieb Gabriele K. gestern eine detaillierte Befragung zum Tatgeschehen erspart.	*	*	*	*	*	77499	77485	*	*	
tueba-s93656-2	machen	Über das Gespräch selbst berichtet Tilgner später den Vernehmungsbeamten, Ilse habe dem abtrünnigen Schmücker folgendes Angebot gemacht: Man traue ihm zwar nicht, aber er habe noch eine Chance, sich zu rehabilitieren- zum Beispiel bei der IRA.	78848	*	*	*	*	78741	*	*	*	
tueba-s94545-2	machen	Bei seinem Versuch, eine amerikanische Deutschlandpolitik zu bestimmen, hatte Baker dies am Mittwoch zur Voraussetzung gemacht, nachdem er zwei Sätze vorher noch versichert hatte, die USA dürften keine besondere Form der deutschen Einheit vorschreiben.	129218	*	*	*	*	76258	*	*	*	
tueba-s94620-0	geben	Ebenso gibt es natürlich Literatur, die sich auf sich selbst bezieht... ich weiß keinen Ausweg aus dieser Situation, aber es ist immer noch möglich, einfach ein gutes Buch zu schreiben.	77485	*	*	*	*	77485	*	*	*	
tueba-s94854-0	lassen	Bela Tarr, der dem Zuschauer keine Möglichkeit zum Entkommen und zur Zerstreuung läßt, der ihn festhält vor diesen Gesichtern, die so aufgedunsen und großporig sind, macht uns wieder zuhören auf die krummen Aussagen, man wundert sich über so viel Sprachgeduld.	73621	*	*	*	*	73621	*	*	*	
tueba-s95102-1	finden	Menschliche Art, die Dinge anzugehen, ein gegenseitiges Verständnis zu finden, sei die beste Art, die Dinge zu lösen.	129218	*	*	*	*	129218	*	*	*	
tueba-s96853-1	lieben	Ich liebe sie, auch wenn sie mich nicht lieben.	74296	*	*	*	*	74296	*	*	*	
tueba-s96901-2	lernen	Lange Jahre hindurch hatte ich in dieser Beziehung genauso starke Vorurteile wie alle anderen auch, obwohl sich die Anzeichen mehrten, daß die Deutschen tatsächlich das Lachen gelernt hatten.	129218	*	*	*	*	76258	*	*	*	
